City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches,Snow Inches
69,Albany,US,2020-05-12 03:54:42,42.6,-73.97,41.0,66,73,3.0,broken clouds,0.0,0.0
70,Vilyuysk,RU,2020-05-12 03:54:42,63.76,121.62,35.17,78,100,7.74,overcast clouds,0.0,0.0
71,Hobart,AU,2020-05-12 03:53:02,-42.88,147.33,62.6,51,75,13.87,shower rain,0.0,0.0
72,Sao Filipe,CV,2020-05-12 03:54:43,14.9,-24.5,71.8,81,6,10.02,clear sky,0.0,0.0
73,Ortakoy,TR,2020-05-12 03:54:43,38.74,34.04,58.6,54,0,5.88,clear sky,0.0,0.0
74,Virginia Beach,US,2020-05-12 03:54:43,36.85,-75.98,55.99,47,90,14.99,overcast clouds,0.0,0.0
75,Sal Rei,CV,2020-05-12 03:54:43,16.18,-22.92,71.6,78,75,16.11,broken clouds,0.0,0.0
76,Sokolo,ML,2020-05-12 03:54:43,14.73,-6.12,85.82,48,81,11.59,broken clouds,0.0,0.0
77,Golspie,GB,2020-05-12 03:54:44,57.97,-3.98,42.01,78,58,1.99,broken clouds,0.0,0.0
78,Kapaa,US,2020-05-12 03:54:44,22.08,-159.32,77.0,73,90,14.99,overcast clouds,0.0,0.0
79,Lompoc,US,2020-05-12 03:52:53,34.64,-120.46,55.4,87,1,4.7,clear sky,0.0,0.0
80,Troitskoye,RU,2020-05-12 03:54:44,52.98,84.68,74.97,34,60,5.86,broken clouds,0.0,0.0
81,Faanui,PF,2020-05-12 03:50:26,-16.48,-151.75,80.94,80,0,14.05,clear sky,0.0,0.0
82,Cururupu,BR,2020-05-12 03:52:18,-1.83,-44.87,75.58,93,79,2.01,broken clouds,0.0,0.0
83,Carnarvon,AU,2020-05-12 03:54:44,-24.87,113.63,80.19,39,0,5.32,clear sky,0.0,0.0
84,Sarkand,KZ,2020-05-12 03:54:45,45.41,79.92,64.87,54,83,2.04,broken clouds,0.0,0.0
85,Naushki,RU,2020-05-12 03:54:45,50.38,106.11,70.39,26,23,6.02,few clouds,0.0,0.0
86,Kabo,CF,2020-05-12 03:54:45,7.7,18.63,74.64,81,96,2.77,overcast clouds,0.0,0.0
87,Polis,CY,2020-05-12 03:53:59,35.04,32.43,59.0,67,0,4.7,clear sky,0.0,0.0
88,Berlevag,NO,2020-05-12 03:54:45,70.86,29.09,32.0,96,75,33.33,broken clouds,0.0,0.0
89,Ponta Do Sol,PT,2020-05-12 03:54:45,32.67,-17.1,64.4,63,20,4.7,few clouds,0.0,0.0
90,Cape Town,ZA,2020-05-12 03:53:30,-33.93,18.42,62.01,87,100,9.17,overcast clouds,0.0,0.0
91,Broken Hill,AU,2020-05-12 03:54:46,-31.95,141.43,64.4,31,35,10.29,scattered clouds,0.0,0.0
92,Sorong,ID,2020-05-12 03:53:20,-0.88,131.25,85.8,71,0,5.46,light rain,0.13,0.0
93,Chuy,UY,2020-05-12 03:54:46,-33.7,-53.46,53.31,81,0,5.79,clear sky,0.0,0.0
94,Limenaria,GR,2020-05-12 03:54:46,40.63,24.58,61.0,80,3,5.23,clear sky,0.0,0.0
95,Kapit,MY,2020-05-12 03:54:46,2.02,112.93,75.54,95,100,1.5,light rain,0.3,0.0
96,Kelme,LT,2020-05-12 03:54:46,55.63,22.93,32.0,89,75,6.93,broken clouds,0.0,0.0
97,Umba,RU,2020-05-12 03:54:46,66.69,34.34,33.96,89,99,17.34,overcast clouds,0.0,0.0
98,Sangar,RU,2020-05-12 03:54:47,63.92,127.47,37.78,78,90,8.7,overcast clouds,0.0,0.0
99,Sindor,RU,2020-05-12 03:54:47,62.86,51.89,53.06,83,0,7.85,clear sky,0.0,0.0
100,Corcoran,US,2020-05-12 03:54:47,36.1,-119.56,75.2,17,1,10.29,clear sky,0.0,0.0
101,Beatrice,US,2020-05-12 03:54:47,40.27,-96.75,44.6,56,90,3.36,overcast clouds,0.0,0.0
102,Rocha,UY,2020-05-12 03:50:24,-34.48,-54.33,48.92,89,1,2.51,clear sky,0.0,0.0
103,Salalah,OM,2020-05-12 03:54:47,17.02,54.09,84.2,83,20,1.12,few clouds,0.0,0.0
104,Ejido,VE,2020-05-12 03:54:47,8.55,-71.24,68.49,67,30,1.41,scattered clouds,0.0,0.0
105,Mount Gambier,AU,2020-05-12 03:50:08,-37.83,140.77,60.8,67,40,19.46,scattered clouds,0.0,0.0
106,Avarua,CK,2020-05-12 03:54:50,-21.21,-159.78,82.4,88,1,3.36,light rain,0.14,0.0
107,Saskylakh,RU,2020-05-12 03:54:50,71.92,114.08,25.7,96,100,16.73,overcast clouds,0.0,0.0
108,Kavieng,PG,2020-05-12 03:50:09,-2.57,150.8,85.84,70,85,1.16,light rain,0.2,0.0
109,Lagoa,PT,2020-05-12 03:50:22,39.05,-27.98,58.39,79,100,27.0,overcast clouds,0.0,0.0
110,Georgetown,MY,2020-05-12 03:54:50,5.41,100.34,87.8,74,20,4.7,few clouds,0.0,0.0
111,Yellowknife,CA,2020-05-12 03:54:51,62.46,-114.35,46.4,42,75,11.41,broken clouds,0.0,0.0
112,Coquimbo,CL,2020-05-12 03:54:51,-29.95,-71.34,53.6,93,32,3.36,scattered clouds,0.0,0.0
113,Constitucion,CL,2020-05-12 03:54:51,-35.33,-72.42,52.99,62,64,9.04,broken clouds,0.0,0.0
114,Dikson,RU,2020-05-12 03:54:51,73.51,80.55,31.59,98,51,6.26,broken clouds,0.0,0.0
115,Luderitz,NA,2020-05-12 03:51:16,-26.65,15.16,59.0,77,8,2.24,clear sky,0.0,0.0
116,Svetlyy,RU,2020-05-12 03:54:51,54.67,20.13,35.6,93,75,8.95,light intensity shower rain,0.0,0.0
117,Somotillo,NI,2020-05-12 03:54:51,13.04,-86.91,81.84,79,100,2.46,moderate rain,3.06,0.0
118,Paita,PE,2020-05-12 03:54:51,-5.09,-81.11,71.29,80,24,9.84,few clouds,0.0,0.0
119,Kalininsk,RU,2020-05-12 03:54:51,51.5,44.48,53.71,75,0,3.76,clear sky,0.0,0.0
120,Pisco,PE,2020-05-12 03:54:52,-13.7,-76.22,66.2,82,20,12.75,few clouds,0.0,0.0
121,Egvekinot,RU,2020-05-12 03:50:29,66.32,-179.17,33.4,100,99,3.36,overcast clouds,0.0,0.0
122,Sokoni,TZ,2020-05-12 03:54:52,-6.43,39.55,77.0,83,75,6.93,broken clouds,0.0,0.0
123,Tigre,AR,2020-05-12 03:53:39,-34.43,-58.58,55.4,87,20,4.43,few clouds,0.0,0.0
124,Marzuq,YE,2020-05-12 03:54:52,14.4,46.47,83.25,23,3,1.72,clear sky,0.0,0.0
125,Anjiang,CN,2020-05-12 03:54:52,27.32,110.1,83.5,42,20,1.59,few clouds,0.0,0.0
126,Mahebourg,MU,2020-05-12 03:54:52,-20.41,57.7,73.4,56,75,9.17,broken clouds,0.0,0.0
127,Elati,GR,2020-05-12 03:54:52,39.98,21.82,57.2,41,0,4.7,clear sky,0.0,0.0
128,Talnakh,RU,2020-05-12 03:54:53,69.49,88.4,32.0,97,75,20.13,broken clouds,0.0,0.0
129,Shestakovo,RU,2020-05-12 03:54:53,56.49,103.96,62.73,47,100,9.51,overcast clouds,0.0,0.0
130,Reriutaba,BR,2020-05-12 03:54:53,-4.14,-40.58,72.23,92,0,1.43,clear sky,0.0,0.0
131,Jamestown,US,2020-05-12 03:52:19,42.1,-79.24,37.0,93,90,11.41,overcast clouds,0.0,0.0
132,Hithadhoo,MV,2020-05-12 03:54:53,-0.6,73.08,83.37,77,100,21.68,overcast clouds,0.0,0.0
133,Lata,PT,2020-05-12 03:54:53,40.16,-8.33,55.99,91,67,2.44,broken clouds,0.0,0.0
134,Missoula,US,2020-05-12 03:50:15,47.02,-113.8,50.0,43,75,14.99,broken clouds,0.0,0.0
135,Guerrero Negro,MX,2020-05-12 03:54:54,27.98,-114.06,62.73,82,0,14.27,clear sky,0.0,0.0
136,Padang,ID,2020-05-12 03:54:54,-0.95,100.35,87.51,59,97,4.25,overcast clouds,0.0,0.0
137,Soyo,AO,2020-05-12 03:54:54,-6.13,12.37,79.59,88,88,4.63,overcast clouds,0.0,0.0
138,Ahipara,NZ,2020-05-12 03:54:54,-35.17,173.17,63.46,68,80,11.25,broken clouds,0.0,0.0
139,Chulym,RU,2020-05-12 03:54:55,55.1,80.96,73.15,54,0,5.84,clear sky,0.0,0.0
140,Ca Mau,VN,2020-05-12 03:51:56,9.18,105.15,97.93,37,73,8.46,broken clouds,0.0,0.0
141,Marrakesh,MA,2020-05-12 03:54:55,31.63,-8.01,57.2,87,40,8.05,scattered clouds,0.0,0.0
142,Souillac,MU,2020-05-12 03:54:55,-20.52,57.52,73.4,56,75,9.17,broken clouds,0.0,0.0
143,Pokhara,NP,2020-05-12 03:54:55,28.23,83.98,80.19,35,75,3.44,broken clouds,0.0,0.0
144,New Norfolk,AU,2020-05-12 03:54:55,-42.78,147.06,60.01,78,78,5.01,moderate rain,2.0,0.0
145,Lewistown,US,2020-05-12 03:52:30,40.6,-77.57,41.0,86,75,10.29,broken clouds,0.0,0.0
146,San Policarpo,PH,2020-05-12 03:54:55,12.18,125.51,86.13,71,26,8.57,scattered clouds,0.0,0.0
147,Khandyga,RU,2020-05-12 03:54:55,62.67,135.6,48.04,56,100,3.8,overcast clouds,0.0,0.0
148,Saldanha,ZA,2020-05-12 03:51:11,-33.01,17.94,57.2,87,100,6.93,overcast clouds,0.0,0.0
149,Grand-Santi,GF,2020-05-12 03:54:56,4.25,-54.38,73.54,97,100,3.87,overcast clouds,0.0,0.0
150,Ayagoz,KZ,2020-05-12 03:54:56,47.97,80.44,72.68,30,21,3.33,few clouds,0.0,0.0
151,Bengkulu,ID,2020-05-12 03:54:56,-3.8,102.27,88.3,59,22,5.28,few clouds,0.0,0.0
152,Katobu,ID,2020-05-12 03:54:56,-4.94,122.53,89.4,58,6,6.06,clear sky,0.0,0.0
153,Kajaani,FI,2020-05-12 03:54:56,64.23,27.73,28.4,92,18,4.7,few clouds,0.0,0.0
154,Yar-Sale,RU,2020-05-12 03:54:56,66.83,70.83,33.39,94,100,19.08,moderate rain,1.02,0.0
155,Praya,CV,2020-05-12 03:54:57,14.92,-23.51,71.6,78,20,16.11,few clouds,0.0,0.0
156,Lahan,NP,2020-05-12 03:54:57,26.73,86.5,94.68,23,46,5.5,scattered clouds,0.0,0.0
157,Sompeta,IN,2020-05-12 03:54:57,18.93,84.6,93.15,46,36,8.52,scattered clouds,0.0,0.0
158,Starobaltachevo,RU,2020-05-12 03:54:57,56.0,55.92,53.38,93,100,8.16,light rain,0.17,0.0
159,Waterlooville,GB,2020-05-12 03:52:55,50.88,-1.03,41.0,78,0,7.54,clear sky,0.0,0.0
160,Fortuna,US,2020-05-12 03:54:57,40.6,-124.16,60.01,76,90,12.75,overcast clouds,0.0,0.0
161,Gamba,GA,2020-05-12 03:54:57,-2.65,10.0,76.3,91,18,0.58,light rain,0.14,0.0
162,San Andres,CO,2020-05-12 03:54:57,12.58,-81.7,82.4,83,75,8.05,broken clouds,0.0,0.0
163,Clarksburg,US,2020-05-12 03:54:58,39.28,-80.34,42.8,70,90,5.82,overcast clouds,0.0,0.0
164,Port Augusta,AU,2020-05-12 03:54:58,-32.5,137.77,68.0,28,85,17.22,overcast clouds,0.0,0.0
165,Aranos,NA,2020-05-12 03:54:58,-24.13,19.12,57.31,48,0,6.89,clear sky,0.0,0.0
166,Tornio,FI,2020-05-12 03:54:58,65.85,24.15,32.0,93,38,5.82,scattered clouds,0.0,0.0
167,Tasiilaq,GL,2020-05-12 03:55:00,65.61,-37.64,30.2,74,64,4.36,broken clouds,0.0,0.0
168,Bethel,US,2020-05-12 03:55:00,41.37,-73.41,45.0,85,75,9.17,broken clouds,0.0,0.0
169,Itaqui,BR,2020-05-12 03:55:00,-29.13,-56.55,68.41,97,88,3.76,moderate rain,1.16,0.0
170,Collierville,US,2020-05-12 03:55:00,35.04,-89.66,59.0,66,90,5.82,overcast clouds,0.0,0.0
171,Omsukchan,RU,2020-05-12 03:55:00,62.53,155.8,34.29,89,74,7.34,broken clouds,0.0,0.0
172,Tripoli,LY,2020-05-12 03:55:00,32.88,13.19,65.7,76,2,4.63,clear sky,0.0,0.0
173,Qui Nhon,VN,2020-05-12 03:55:00,13.77,109.23,86.61,61,100,11.18,overcast clouds,0.0,0.0
174,Makakilo City,US,2020-05-12 03:54:11,21.35,-158.09,84.2,48,40,9.17,scattered clouds,0.0,0.0
175,Iskateley,RU,2020-05-12 03:55:01,67.68,53.15,42.84,99,84,16.28,broken clouds,0.0,0.0
176,Port-Gentil,GA,2020-05-12 03:55:01,-0.72,8.78,81.19,73,15,5.06,few clouds,0.0,0.0
177,Saint-Joseph,RE,2020-05-12 03:55:01,-21.37,55.62,69.8,60,75,5.82,broken clouds,0.0,0.0
178,Riohacha,CO,2020-05-12 03:55:01,11.54,-72.91,79.18,82,53,8.03,broken clouds,0.0,0.0
179,East London,ZA,2020-05-12 03:55:01,-33.02,27.91,62.6,88,20,3.36,few clouds,0.0,0.0
180,Saint George,US,2020-05-12 03:55:01,37.1,-113.58,80.6,7,1,10.29,clear sky,0.0,0.0
181,Pavlodar,KZ,2020-05-12 03:53:32,52.3,76.95,82.4,34,0,4.47,clear sky,0.0,0.0
182,Torbay,CA,2020-05-12 03:54:37,47.67,-52.73,35.6,94,5,9.17,clear sky,0.0,0.0
183,Skibbereen,IE,2020-05-12 03:55:02,51.55,-9.27,37.4,64,20,5.82,few clouds,0.0,0.0
184,Sao Joao Da Barra,BR,2020-05-12 03:55:02,-21.64,-41.05,68.7,86,0,7.58,clear sky,0.0,0.0
185,Kemijarvi,FI,2020-05-12 03:55:02,66.71,27.43,28.42,95,0,8.21,clear sky,0.0,0.0
186,Sidhauli,IN,2020-05-12 03:55:02,27.28,80.83,82.4,69,75,3.36,mist,0.0,0.0
187,Penzance,GB,2020-05-12 03:55:02,50.12,-5.54,46.0,74,19,11.41,few clouds,0.0,0.0
188,Lima,PE,2020-05-12 03:55:02,-12.04,-77.03,69.8,68,59,11.41,broken clouds,0.0,0.0
189,Chapais,CA,2020-05-12 03:55:02,49.78,-74.85,17.6,61,1,4.7,clear sky,0.0,0.0
190,Along,IN,2020-05-12 03:55:02,28.17,94.77,82.92,49,52,2.91,light rain,0.12,0.0
191,Koumac,NC,2020-05-12 03:55:03,-20.57,164.28,75.0,67,2,16.46,clear sky,0.0,0.0
192,Vangazi,LV,2020-05-12 03:55:03,57.09,24.55,39.2,60,40,13.87,scattered clouds,0.0,0.0
193,Hilo,US,2020-05-12 03:54:47,19.73,-155.09,77.0,65,90,8.05,overcast clouds,0.0,0.0
194,Isangel,VU,2020-05-12 03:51:00,-19.55,169.27,80.6,61,20,4.7,few clouds,0.0,0.0
195,Bernay,FR,2020-05-12 03:55:03,49.17,0.67,39.0,86,80,1.01,broken clouds,0.0,0.0
196,Xining,CN,2020-05-12 03:55:03,36.62,101.77,58.23,31,86,3.44,overcast clouds,0.0,0.0
197,Tuktoyaktuk,CA,2020-05-12 03:55:03,69.45,-133.04,30.2,86,40,16.11,scattered clouds,0.0,0.0
198,Alanya,TR,2020-05-12 03:54:59,36.54,32.0,69.22,62,0,4.25,clear sky,0.0,0.0
199,Batemans Bay,AU,2020-05-12 03:55:04,-35.72,150.18,69.01,31,36,3.0,scattered clouds,0.0,0.0
200,Shelton,US,2020-05-12 03:55:04,41.32,-73.09,51.8,70,90,14.99,overcast clouds,0.0,0.0
201,Poum,NC,2020-05-12 03:55:04,-20.23,164.02,75.15,72,0,21.36,clear sky,0.0,0.0
202,Majene,ID,2020-05-12 03:55:04,-3.54,118.97,87.62,65,87,10.92,overcast clouds,0.0,0.0
203,Te Anau,NZ,2020-05-12 03:55:04,-45.42,167.72,52.52,65,41,0.96,scattered clouds,0.0,0.0
204,Kerch,UA,2020-05-12 03:55:04,45.36,36.48,58.46,74,0,22.15,clear sky,0.0,0.0
205,Saint-Denis,FR,2020-05-12 03:54:52,48.92,2.33,42.01,65,97,10.29,overcast clouds,0.0,0.0
206,Hasaki,JP,2020-05-12 03:50:11,35.73,140.83,79.0,78,75,10.29,broken clouds,0.0,0.0
207,Faya,SA,2020-05-12 03:50:17,18.39,42.45,66.2,59,0,5.39,clear sky,0.0,0.0
208,Hamilton,US,2020-05-12 03:54:09,39.18,-84.53,45.0,65,90,3.36,overcast clouds,0.0,0.0
209,Natal,BR,2020-05-12 03:55:05,-5.79,-35.21,73.4,94,20,4.7,few clouds,0.0,0.0
210,Ilulissat,GL,2020-05-12 03:55:05,69.22,-51.1,50.0,46,8,20.8,clear sky,0.0,0.0
211,Quatre Cocos,MU,2020-05-12 03:55:05,-20.21,57.76,73.4,56,75,9.17,broken clouds,0.0,0.0
212,Neiafu,TO,2020-05-12 03:51:29,-18.65,-173.98,82.4,69,20,2.24,few clouds,0.0,0.0
213,Klaksvik,FO,2020-05-12 03:55:05,62.23,-6.59,32.0,89,100,19.46,light snow,0.0,0.0
214,Zhezkazgan,KZ,2020-05-12 03:55:06,47.8,67.71,73.4,49,97,6.71,overcast clouds,0.0,0.0
215,Alofi,NU,2020-05-12 03:55:06,-19.06,-169.92,82.4,83,51,8.05,broken clouds,0.0,0.0
216,Kimbe,PG,2020-05-12 03:55:06,-5.55,150.14,82.99,82,91,4.45,moderate rain,3.03,0.0
217,Huilong,CN,2020-05-12 03:55:06,31.81,121.66,81.0,27,0,4.0,clear sky,0.0,0.0
218,Aklavik,CA,2020-05-12 03:55:06,68.22,-135.01,30.2,86,90,6.93,light snow,0.0,0.0
219,Antropovo,RU,2020-05-12 03:55:06,58.4,43.01,50.72,88,67,9.33,broken clouds,0.0,0.0
220,Menongue,AO,2020-05-12 03:55:06,-14.66,17.69,56.66,78,63,2.71,broken clouds,0.0,0.0
221,Dasoguz,TM,2020-05-12 03:55:06,41.84,59.97,60.8,67,45,18.34,scattered clouds,0.0,0.0
222,Honiara,SB,2020-05-12 03:53:13,-9.43,159.95,89.6,62,40,8.05,scattered clouds,0.0,0.0
223,Sergeyevka,KZ,2020-05-12 03:55:07,53.88,67.42,79.07,38,5,5.17,light rain,0.13,0.0
224,Wanning,CN,2020-05-12 03:55:07,18.8,110.4,87.71,64,15,9.08,few clouds,0.0,0.0
225,Katsuura,JP,2020-05-12 03:55:07,35.13,140.3,78.01,78,75,8.05,broken clouds,0.0,0.0
226,La Romana,DO,2020-05-12 03:53:23,18.43,-68.97,73.4,100,20,5.97,few clouds,0.0,0.0
227,Mana,GF,2020-05-12 03:55:07,5.66,-53.78,77.88,85,100,11.92,overcast clouds,0.0,0.0
228,Miquelon,PM,2020-05-12 03:55:07,47.1,-56.38,35.51,86,0,6.82,clear sky,0.0,0.0
229,Kayan,MM,2020-05-12 03:55:07,16.91,96.56,93.2,63,40,2.24,scattered clouds,0.0,0.0
230,Puro,PH,2020-05-12 03:55:08,12.48,123.38,89.55,58,94,6.62,overcast clouds,0.0,0.0
231,Port Keats,AU,2020-05-12 03:55:08,-14.25,129.55,88.97,37,100,6.22,overcast clouds,0.0,0.0
232,Iqaluit,CA,2020-05-12 03:55:08,63.75,-68.51,37.4,69,75,19.46,broken clouds,0.0,0.0
233,Thompson,CA,2020-05-12 03:55:08,55.74,-97.86,28.4,46,20,4.7,few clouds,0.0,0.0
234,Nikolskoye,RU,2020-05-12 03:55:08,59.7,30.79,37.4,69,90,8.95,overcast clouds,0.0,0.0
